name,address,city,state,zipCode,phoneNumber,email,totalBeds,availableBeds,description
Hope Center - Phoenix Services,6897 Market St,Phoenix,AZ,18495,955-278-4533,contact11077@shelter.org,36,7,Scraped-style dataset with room availability restored.
City Shelter - San Francisco Program South,5221 3rd St,San Francisco,CA,40711,665-357-7298,contact11078@shelter.org,33,6,Scraped-style dataset with room availability restored.
Hope Center - Seattle Mission South,2658 3rd St,Seattle,WA,51928,325-845-6503,contact11079@shelter.org,115,11,Scraped-style dataset with room availability restored.
Community Shelter - Detroit Mission East,7788 Elm St,Detroit,MI,87280,434-499-3759,contact11080@shelter.org,39,16,Scraped-style dataset with room availability restored.
Rescue Mission - Los Angeles Shelter North,6726 Market St,Los Angeles,CA,79366,271-324-4165,contact11081@shelter.org,19,1,Scraped-style dataset with room availability restored.
Faith Shelter - San Jose Program South,7029 Elm St,San Jose,CA,41463,348-804-8391,contact11082@shelter.org,88,3,Scraped-style dataset with room availability restored.
Hope Center - Portland Shelter South,3337 Elm St,Portland,OR,54992,824-606-3361,contact11083@shelter.org,96,0,Scraped-style dataset with room availability restored.
Faith Shelter - Boston Program,8372 2nd St,Boston,MA,17762,358-394-7928,contact11084@shelter.org,46,7,Scraped-style dataset with room availability restored.
City Shelter - Indianapolis Center North,4679 2nd St,Indianapolis,IN,10144,961-382-4956,contact11085@shelter.org,100,11,Scraped-style dataset with room availability restored.
Veterans Outreach - Charlotte Mission East,567 Cedar St,Charlotte,NC,48285,215-517-2284,contact11086@shelter.org,89,17,Scraped-style dataset with room availability restored.
Urban Shelter - San Francisco Services East,4683 Broad St,San Francisco,CA,98041,943-969-8630,contact11087@shelter.org,102,30,Scraped-style dataset with room availability restored.
Veterans Outreach - Chicago Shelter South,8166 Market St,Chicago,IL,43816,959-709-3397,contact11088@shelter.org,25,1,Scraped-style dataset with room availability restored.
Rescue Mission - Columbus Services East,8647 3rd St,Columbus,OH,75091,466-621-9990,contact11089@shelter.org,80,29,Scraped-style dataset with room availability restored.
Faith Shelter - Columbus Shelter South,3966 3rd St,Columbus,OH,62822,857-840-8812,contact11090@shelter.org,87,3,Scraped-style dataset with room availability restored.
Urban Shelter - Columbus Shelter South,4594 Oak St,Columbus,OH,15541,265-795-2562,contact11091@shelter.org,93,31,Scraped-style dataset with room availability restored.
Open Door Mission - Portland Program West,6600 Elm St,Portland,OR,54000,463-526-4039,contact11092@shelter.org,31,10,Scraped-style dataset with room availability restored.
Union Gospel Mission - Detroit Shelter West,9987 Broad St,Detroit,MI,58475,715-797-9475,contact11093@shelter.org,65,12,Scraped-style dataset with room availability restored.
Faith Shelter - San Francisco Services West,3459 Maple St,San Francisco,CA,47892,606-701-5552,contact11094@shelter.org,72,13,Scraped-style dataset with room availability restored.
Family Shelter Network - Portland Mission East,637 Main St,Portland,OR,47742,285-417-3546,contact11095@shelter.org,112,25,Scraped-style dataset with room availability restored.
Transitional Housing Program - Phoenix Services North,4016 Cedar St,Phoenix,AZ,30601,579-660-9127,contact11096@shelter.org,113,12,Scraped-style dataset with room availability restored.
Emergency Housing Center - Detroit Mission West,2714 Walnut St,Detroit,MI,10944,733-546-7128,contact11097@shelter.org,90,39,Scraped-style dataset with room availability restored.
Community Shelter - Houston Mission North,9281 Main St,Houston,TX,98722,620-805-6182,contact11098@shelter.org,53,18,Scraped-style dataset with room availability restored.
Union Gospel Mission - Baltimore Shelter East,5707 3rd St,Baltimore,MD,49248,966-834-2271,contact11099@shelter.org,83,19,Scraped-style dataset with room availability restored.
Rescue Mission - Los Angeles Program South,8473 Main St,Los Angeles,CA,57479,685-997-7594,contact11100@shelter.org,68,14,Scraped-style dataset with room availability restored.
Urban Shelter - San Jose Center,1446 Cedar St,San Jose,CA,97428,367-408-6337,contact11101@shelter.org,65,8,Scraped-style dataset with room availability restored.
Urban Shelter - Houston Shelter South,2460 Maple St,Houston,TX,92561,577-577-7322,contact11102@shelter.org,63,10,Scraped-style dataset with room availability restored.
Urban Shelter - Denver Center North,2984 Market St,Denver,CO,32561,878-923-1008,contact11103@shelter.org,79,2,Scraped-style dataset with room availability restored.
Union Gospel Mission - Chicago Center South,4845 Walnut St,Chicago,IL,94056,776-398-6717,contact11104@shelter.org,101,15,Scraped-style dataset with room availability restored.
Union Gospel Mission - Phoenix Mission South,5190 Elm St,Phoenix,AZ,95607,224-938-8815,contact11105@shelter.org,111,20,Scraped-style dataset with room availability restored.
Family Shelter Network - Denver Shelter North,8892 Main St,Denver,CO,86540,513-519-5778,contact11106@shelter.org,120,47,Scraped-style dataset with room availability restored.
City Shelter - Los Angeles Services West,2705 Market St,Los Angeles,CA,81153,863-577-1167,contact11107@shelter.org,59,9,Scraped-style dataset with room availability restored.
Union Gospel Mission - Chicago Services East,3394 3rd St,Chicago,IL,13410,572-426-9291,contact11108@shelter.org,47,21,Scraped-style dataset with room availability restored.
Transitional Housing Program - San Antonio Services South,4804 Market St,San Antonio,TX,74946,607-905-1584,contact11109@shelter.org,71,27,Scraped-style dataset with room availability restored.
Salvation Army - Chicago Mission South,7397 Cedar St,Chicago,IL,44175,787-436-9067,contact11110@shelter.org,34,10,Scraped-style dataset with room availability restored.
Family Shelter Network - Phoenix Services West,2876 Broad St,Phoenix,AZ,72381,328-931-5463,contact11111@shelter.org,95,21,Scraped-style dataset with room availability restored.
Rescue Mission - San Antonio Shelter,4721 3rd St,San Antonio,TX,69069,890-602-7770,contact11112@shelter.org,16,0,Scraped-style dataset with room availability restored.
Open Door Mission - Seattle Mission South,9822 Walnut St,Seattle,WA,35301,833-330-7673,contact11113@shelter.org,61,19,Scraped-style dataset with room availability restored.
Emergency Housing Center - Boston Mission North,2427 Maple St,Boston,MA,99825,794-497-5444,contact11114@shelter.org,20,8,Scraped-style dataset with room availability restored.
Urban Shelter - San Antonio Center,3383 Walnut St,San Antonio,TX,66146,397-228-7548,contact11115@shelter.org,68,11,Scraped-style dataset with room availability restored.
City Shelter - Phoenix Program East,4788 Pine St,Phoenix,AZ,40956,203-470-6485,contact11116@shelter.org,64,23,Scraped-style dataset with room availability restored.
Union Gospel Mission - Nashville Shelter North,3690 Cedar St,Nashville,TN,50674,732-699-5567,contact11117@shelter.org,64,19,Scraped-style dataset with room availability restored.
Veterans Outreach - Washington Services,1289 Main St,Washington,DC,64203,923-590-4721,contact11118@shelter.org,99,25,Scraped-style dataset with room availability restored.
Transitional Housing Program - Detroit Mission North,7525 Pine St,Detroit,MI,45829,301-633-7105,contact11119@shelter.org,113,27,Scraped-style dataset with room availability restored.
Safe Haven - Nashville Center West,6565 3rd St,Nashville,TN,36165,773-642-4154,contact11120@shelter.org,80,3,Scraped-style dataset with room availability restored.
Family Shelter Network - Chicago Center South,5891 Broad St,Chicago,IL,34741,763-932-4073,contact11121@shelter.org,23,7,Scraped-style dataset with room availability restored.
City Shelter - Los Angeles Program South,6227 Broad St,Los Angeles,CA,11993,515-894-5010,contact11122@shelter.org,93,1,Scraped-style dataset with room availability restored.
Safe Haven - Baltimore Program West,7058 Maple St,Baltimore,MD,29754,549-220-3610,contact11123@shelter.org,57,7,Scraped-style dataset with room availability restored.
Urban Shelter - Chicago Mission North,2052 3rd St,Chicago,IL,48769,906-331-4958,contact11124@shelter.org,22,7,Scraped-style dataset with room availability restored.
Family Shelter Network - Boston Services South,4380 Walnut St,Boston,MA,13896,508-418-7774,contact11125@shelter.org,98,28,Scraped-style dataset with room availability restored.
Hope Center - San Francisco Center South,7055 Oak St,San Francisco,CA,34814,754-516-2726,contact11126@shelter.org,90,5,Scraped-style dataset with room availability restored.
Rescue Mission - Columbus Center North,566 3rd St,Columbus,OH,43833,302-698-4299,contact11127@shelter.org,73,32,Scraped-style dataset with room availability restored.
Hope Center - San Diego Services South,8911 Maple St,San Diego,CA,67538,294-592-4389,contact11128@shelter.org,56,14,Scraped-style dataset with room availability restored.
Community Shelter - Nashville Program East,9646 Broad St,Nashville,TN,99754,523-301-7635,contact11129@shelter.org,66,15,Scraped-style dataset with room availability restored.
Union Gospel Mission - Boston Center West,6400 Pine St,Boston,MA,72260,481-906-6103,contact11130@shelter.org,61,21,Scraped-style dataset with room availability restored.
Rescue Mission - Seattle Services,9193 Walnut St,Seattle,WA,57218,902-874-4703,contact11131@shelter.org,117,52,Scraped-style dataset with room availability restored.
Union Gospel Mission - San Jose Services South,9368 Oak St,San Jose,CA,93957,330-427-5211,contact11132@shelter.org,87,0,Scraped-style dataset with room availability restored.
Transitional Housing Program - Austin Services North,2226 Oak St,Austin,TX,95570,580-600-2467,contact11133@shelter.org,23,7,Scraped-style dataset with room availability restored.
Open Door Mission - Boston Services East,1027 Oak St,Boston,MA,63319,643-205-5389,contact11134@shelter.org,70,28,Scraped-style dataset with room availability restored.
Rescue Mission - San Antonio Program South,2031 Oak St,San Antonio,TX,54609,465-959-8711,contact11135@shelter.org,107,14,Scraped-style dataset with room availability restored.
Open Door Mission - San Jose Center,7527 Market St,San Jose,CA,29290,732-969-2624,contact11136@shelter.org,28,4,Scraped-style dataset with room availability restored.
Family Shelter Network - Baltimore Program West,5489 Maple St,Baltimore,MD,93052,486-779-3540,contact11137@shelter.org,107,28,Scraped-style dataset with room availability restored.
Family Shelter Network - Denver Center,1066 Pine St,Denver,CO,26543,959-427-4918,contact11138@shelter.org,53,20,Scraped-style dataset with room availability restored.
Emergency Housing Center - Nashville Mission East,5756 Oak St,Nashville,TN,21725,852-684-1355,contact11139@shelter.org,96,35,Scraped-style dataset with room availability restored.
Family Shelter Network - Dallas Center South,5056 Cedar St,Dallas,TX,75211,406-994-3404,contact11140@shelter.org,87,19,Scraped-style dataset with room availability restored.
Community Shelter - Baltimore Mission South,725 Main St,Baltimore,MD,80327,439-574-6918,contact11141@shelter.org,98,31,Scraped-style dataset with room availability restored.
Safe Haven - Jacksonville Services East,8948 Market St,Jacksonville,FL,68613,330-375-4911,contact11142@shelter.org,24,10,Scraped-style dataset with room availability restored.
Union Gospel Mission - Columbus Shelter South,8509 Oak St,Columbus,OH,79216,276-660-5879,contact11143@shelter.org,75,22,Scraped-style dataset with room availability restored.
Faith Shelter - Houston Shelter South,752 Main St,Houston,TX,99499,859-817-3691,contact11144@shelter.org,82,16,Scraped-style dataset with room availability restored.
Rescue Mission - Austin Center North,4561 Market St,Austin,TX,65573,904-900-1043,contact11145@shelter.org,108,35,Scraped-style dataset with room availability restored.
Urban Shelter - Denver Center East,9664 Walnut St,Denver,CO,77484,956-805-4222,contact11146@shelter.org,76,29,Scraped-style dataset with room availability restored.
Urban Shelter - San Francisco Center South,8912 Elm St,San Francisco,CA,25500,392-920-3034,contact11147@shelter.org,85,16,Scraped-style dataset with room availability restored.
Veterans Outreach - Portland Services East,4995 Walnut St,Portland,OR,40135,525-950-9960,contact11148@shelter.org,66,4,Scraped-style dataset with room availability restored.
Union Gospel Mission - Indianapolis Center West,8786 Oak St,Indianapolis,IN,46784,479-565-6672,contact11149@shelter.org,115,27,Scraped-style dataset with room availability restored.
Open Door Mission - Los Angeles Mission South,6668 Maple St,Los Angeles,CA,50675,942-749-2683,contact11150@shelter.org,60,14,Scraped-style dataset with room availability restored.
Community Shelter - Seattle Center North,9833 Walnut St,Seattle,WA,91289,972-448-4019,contact11151@shelter.org,58,11,Scraped-style dataset with room availability restored.
Hope Center - Austin Mission,5758 Walnut St,Austin,TX,28083,879-520-1550,contact11152@shelter.org,107,39,Scraped-style dataset with room availability restored.
